id,account_type_id,account_number,amount_limit,status,current_balance,active_at,inactive_at,blocked_at,created_at,updated_at,deleted_at
0030fb07-e36a-4cfc-9360-10e209a209e8,999cb3f5-81eb-4054-9c2b-9ea470fc221c,8848710609,20000,0,84675.61,,,,2023-03-17 06:57:33 UTC,2023-03-17 06:57:33 UTC,
00334297-d435-4bdc-8091-cd716daf113f,999cb3f5-81eb-4054-9c2b-9ea470fc221c,1642148774,20000,2,37117.27,,,,2023-03-17 07:07:38 UTC,2023-03-17 07:07:38 UTC,
0033c043-0735-49ff-ada7-0c699d3cc49c,e460ba83-d642-4c36-b7c4-5b5a786397ad,3272104461,20000,2,46991.21,,,,2023-03-17 07:08:11 UTC,2023-03-17 07:08:11 UTC,
003499f2-9a69-493f-a478-143f5f2112fa,e460ba83-d642-4c36-b7c4-5b5a786397ad,5087983230,20000,2,87835.32,,,,2023-03-17 07:05:31 UTC,2023-03-17 07:05:31 UTC,
0039aa85-be8f-4a7e-b63e-a5b69d5b966b,77294df1-3b83-4e9e-b4a1-db201c20e585,6121712019,20000,1,90282.19,,,,2023-03-17 07:03:51 UTC,2023-03-17 07:03:51 UTC,
003b5ed2-7ffa-40c1-877b-29bc5b167fcd,e460ba83-d642-4c36-b7c4-5b5a786397ad,4848305326,20000,2,56553.55,,,,2023-03-17 07:13:54 UTC,2023-03-17 07:13:54 UTC,
00411d42-6780-476b-9557-091573fdc1db,999cb3f5-81eb-4054-9c2b-9ea470fc221c,4088291988,20000,1,3212645.96,,,,2023-03-17 07:01:14 UTC,2023-03-17 17:22:33 UTC,
00435841-7c5c-447d-9b30-31e35bfbf64d,999cb3f5-81eb-4054-9c2b-9ea470fc221c,7004626400,20000,2,39699.26,,,,2023-03-17 07:13:53 UTC,2023-03-17 07:13:53 UTC,
00445367-9a97-479b-9f8c-e38aabfebe04,e460ba83-d642-4c36-b7c4-5b5a786397ad,8102630562,20000,2,74128.93,,,,2023-03-17 07:03:42 UTC,2023-03-17 07:03:42 UTC,
0045e1ed-9a95-4914-a6dd-30fd64228cbd,e460ba83-d642-4c36-b7c4-5b5a786397ad,1053583192,20000,1,14627.04,,,,2023-03-17 16:07:06 UTC,2023-03-17 16:07:06 UTC,
0046d5a2-1b81-430e-8f91-bf1b8232f193,e460ba83-d642-4c36-b7c4-5b5a786397ad,1900773363,20000,1,32263.92,,,,2023-03-17 07:12:43 UTC,2023-03-17 07:12:43 UTC,
004968a5-19c6-4e87-9288-2719ad5e6d50,e460ba83-d642-4c36-b7c4-5b5a786397ad,8973164783,20000,0,44373.43,,,,2023-03-17 07:02:01 UTC,2023-03-17 07:02:01 UTC,
004da96c-c5cc-4182-92e0-41fd70346c8b,77294df1-3b83-4e9e-b4a1-db201c20e585,5141538394,20000,1,14050.78,,,,2023-03-17 07:07:01 UTC,2023-03-17 07:07:01 UTC,
004e45de-7b8a-47fb-b5b3-5b31f79ef33a,e460ba83-d642-4c36-b7c4-5b5a786397ad,5715681707,20000,2,21982.98,,,,2023-03-17 07:16:27 UTC,2023-03-17 07:16:27 UTC,
00514443-6789-4905-aa86-71aa52e47ad2,999cb3f5-81eb-4054-9c2b-9ea470fc221c,8798434511,20000,0,90028.61,,,,2023-03-17 06:58:20 UTC,2023-03-17 06:58:20 UTC,
0057335f-63ac-4ce0-8945-1e0ac4ca5df4,77294df1-3b83-4e9e-b4a1-db201c20e585,7657913003,20000,0,91151.33,,,,2023-03-17 07:13:28 UTC,2023-03-17 07:13:28 UTC,
0057b0b0-e40d-4567-85f5-685e10053277,999cb3f5-81eb-4054-9c2b-9ea470fc221c,9995628615,20000,1,83608.92,,,,2023-03-17 16:11:07 UTC,2023-03-17 16:11:07 UTC,
00581bea-f15b-4142-965d-4dba0d8cae6f,77294df1-3b83-4e9e-b4a1-db201c20e585,7861882575,20000,0,68713.75,,,,2023-03-17 07:01:47 UTC,2023-03-17 07:01:47 UTC,
005f64b2-b6ad-43e5-a8ef-dc200066a315,e460ba83-d642-4c36-b7c4-5b5a786397ad,4341824383,20000,1,32799.49,,,,2023-03-17 07:18:14 UTC,2023-03-17 07:18:14 UTC,
0060668a-7187-433a-93bc-c38e81ef838d,77294df1-3b83-4e9e-b4a1-db201c20e585,5620509808,20000,2,93275.09,,,,2023-01-27 18:21:26 UTC,2023-01-27 18:21:26 UTC,
0062f08c-477a-4933-affc-66ca953c36dd,77294df1-3b83-4e9e-b4a1-db201c20e585,6362504710,20000,1,39329.09,,,,2023-03-17 07:13:19 UTC,2023-03-17 07:13:19 UTC,
00691536-ba8c-431e-99ea-4e39dd670a76,999cb3f5-81eb-4054-9c2b-9ea470fc221c,3071153556,20000,0,64077.65,,,,2023-01-27 18:22:47 UTC,2023-01-27 18:22:47 UTC,
006ec112-8df9-4760-a065-c3291fef3b61,77294df1-3b83-4e9e-b4a1-db201c20e585,6561019863,20000,1,78244.55,,,,2023-03-17 06:58:08 UTC,2023-03-17 06:58:08 UTC,
00740bd0-dd17-4805-ad58-93fd6505584c,e460ba83-d642-4c36-b7c4-5b5a786397ad,5993844477,20000,1,66221.74,,,,2023-03-17 07:08:57 UTC,2023-03-17 07:08:57 UTC,
00748c5c-aaf4-483d-bf43-6e7cc1b6267d,77294df1-3b83-4e9e-b4a1-db201c20e585,3895076157,20000,1,90755.81,,,,2023-03-17 16:23:59 UTC,2023-03-17 16:23:59 UTC,
0079072e-d8bc-44cc-9747-50203426766b,e460ba83-d642-4c36-b7c4-5b5a786397ad,1383806595,20000,1,89383.27,,,,2023-03-17 07:03:51 UTC,2023-03-17 07:03:51 UTC,
00793b8d-f6ad-4d31-9fcb-08b9ba35e468,999cb3f5-81eb-4054-9c2b-9ea470fc221c,6230669928,20000,0,22691.68,,,,2023-01-27 18:20:56 UTC,2023-01-27 18:20:56 UTC,
007a4819-4d2c-45c6-97a2-eefdb34b5803,999cb3f5-81eb-4054-9c2b-9ea470fc221c,7490697787,20000,2,20516.16,,,,2023-03-17 16:13:31 UTC,2023-03-17 16:13:31 UTC,
007d01c7-ab88-45ee-88dc-8dc3d0beafc7,77294df1-3b83-4e9e-b4a1-db201c20e585,9038119208,20000,0,52130.78,,,,2023-03-17 16:18:43 UTC,2023-03-17 16:18:43 UTC,
007d97d7-ee27-4437-94b1-29d025c87173,999cb3f5-81eb-4054-9c2b-9ea470fc221c,4490842439,20000,1,99821.41,,,,2023-03-17 16:21:53 UTC,2023-03-17 16:21:53 UTC,
00871ca5-62b4-45c9-8d73-d369c1bf2c8a,999cb3f5-81eb-4054-9c2b-9ea470fc221c,6487932388,20000,1,54029.69,,,,2023-03-17 07:14:43 UTC,2023-03-17 07:14:43 UTC,
008accc9-912f-419c-9f2f-974484864c64,77294df1-3b83-4e9e-b4a1-db201c20e585,4590977754,20000,2,38660.36,,,,2023-03-17 07:10:56 UTC,2023-03-17 07:10:56 UTC,
0092f42e-91eb-4096-b1ec-b624ecabc61a,e460ba83-d642-4c36-b7c4-5b5a786397ad,7607573818,20000,2,49823.65,,,,2023-03-17 06:57:10 UTC,2023-03-17 06:57:10 UTC,
009ad0d8-1125-44ad-9681-5c1f5fc12b4c,e460ba83-d642-4c36-b7c4-5b5a786397ad,9762305553,20000,1,29180.45,,,,2023-03-17 07:13:36 UTC,2023-03-17 07:13:36 UTC,
00a192d1-ac87-4589-a354-0eabe0232333,77294df1-3b83-4e9e-b4a1-db201c20e585,6392270259,20000,0,19875.24,,,,2023-03-17 16:30:50 UTC,2023-03-17 16:30:50 UTC,
00aa4d28-5c0a-4116-af89-c1cf0128609f,e460ba83-d642-4c36-b7c4-5b5a786397ad,6113123075,20000,2,93856.67,,,,2023-03-17 07:03:17 UTC,2023-03-17 07:03:17 UTC,
00ae1fd9-97f8-42f4-a44e-0986c4cd2834,77294df1-3b83-4e9e-b4a1-db201c20e585,2414030885,20000,0,29764.19,,,,2023-03-17 07:11:58 UTC,2023-03-17 07:11:58 UTC,
00afb4c5-076d-47c3-b44f-fafb37ca608d,999cb3f5-81eb-4054-9c2b-9ea470fc221c,1483473761,20000,0,61395.21,,,,2023-03-17 16:30:22 UTC,2023-03-17 16:30:22 UTC,
00b4f5c8-8cff-44b4-96f2-fe845a273164,e460ba83-d642-4c36-b7c4-5b5a786397ad,1395368752,20000,2,14226.47,,,,2023-03-17 07:10:59 UTC,2023-03-17 07:10:59 UTC,
00b6d945-8c31-4232-8c40-0f57f6e4d78e,e460ba83-d642-4c36-b7c4-5b5a786397ad,4876751888,20000,0,20757.36,,,,2023-03-17 16:26:31 UTC,2023-03-17 16:26:31 UTC,
00b73307-90ce-4e64-bd91-abd51f440e87,77294df1-3b83-4e9e-b4a1-db201c20e585,2777632252,20000,0,81892.75,,,,2023-03-17 07:08:46 UTC,2023-03-17 07:08:46 UTC,
00b9389b-3d57-4714-adb9-9feb00576b1d,e460ba83-d642-4c36-b7c4-5b5a786397ad,4618224150,20000,1,37331.33,,,,2023-03-17 07:09:06 UTC,2023-03-17 07:09:06 UTC,
00b9d3d8-6e1b-4439-975c-a89eea0e84cd,77294df1-3b83-4e9e-b4a1-db201c20e585,6788086302,20000,0,78635.22,,,,2023-03-17 16:28:12 UTC,2023-03-17 16:28:12 UTC,
00ba866e-f1ea-4d62-8adb-6d8b55e2629c,e460ba83-d642-4c36-b7c4-5b5a786397ad,1554140223,20000,2,37073.54,,,,2023-03-17 07:07:35 UTC,2023-03-17 07:07:35 UTC,
00bc9190-dfad-4268-8200-8fa9599ae165,999cb3f5-81eb-4054-9c2b-9ea470fc221c,1212512943,20000,1,22683.77,,,,2023-03-17 16:10:01 UTC,2023-03-17 16:10:01 UTC,
00c63523-413b-4d63-a5eb-83e057e2cddb,77294df1-3b83-4e9e-b4a1-db201c20e585,7641080380,20000,1,93747.55,,,,2023-03-17 07:13:00 UTC,2023-03-17 07:13:00 UTC,
00c67fad-958b-4a5d-82e6-2bb6fe1a5829,77294df1-3b83-4e9e-b4a1-db201c20e585,3807632457,20000,2,65346.72,,,,2023-03-17 07:09:58 UTC,2023-03-17 07:09:58 UTC,
00cb6ae7-b763-4efb-bf3d-d0806c324af3,77294df1-3b83-4e9e-b4a1-db201c20e585,3600915982,20000,0,68367.68,,,,2023-03-17 06:57:07 UTC,2023-03-17 06:57:07 UTC,
00cb7810-5b23-4ff1-abed-50686faf366b,77294df1-3b83-4e9e-b4a1-db201c20e585,2949186664,20000,1,72148.07,,,,2023-03-17 07:08:07 UTC,2023-03-17 07:08:07 UTC,
00d0d2cf-8d73-4e41-8e05-65e2b1b44f5e,999cb3f5-81eb-4054-9c2b-9ea470fc221c,2260952193,20000,1,53687.65,,,,2023-01-27 18:23:04 UTC,2023-01-27 18:23:04 UTC,
00d0f9ff-77e4-4516-a747-0f1bf94c344e,e460ba83-d642-4c36-b7c4-5b5a786397ad,6626855000,20000,2,80841.39,,,,2023-03-17 06:57:22 UTC,2023-03-17 06:57:22 UTC,
00d1790a-98da-44f1-8c66-f0a4ddb46438,999cb3f5-81eb-4054-9c2b-9ea470fc221c,1937769497,20000,0,85718.55,,,,2023-03-17 06:56:58 UTC,2023-03-17 06:56:58 UTC,
00d30a81-5922-4948-8042-063d896e46c9,e460ba83-d642-4c36-b7c4-5b5a786397ad,4567598657,20000,2,28349.39,,,,2023-03-17 06:57:05 UTC,2023-03-17 06:57:05 UTC,
00d4f516-7a71-4890-a5f0-e4bd8cd45879,e460ba83-d642-4c36-b7c4-5b5a786397ad,8215212523,20000,0,22651.09,,,,2023-03-17 07:14:32 UTC,2023-03-17 07:14:32 UTC,
00d80880-a1a4-4985-a22c-9d2c93b81bba,77294df1-3b83-4e9e-b4a1-db201c20e585,6376772829,20000,2,36006.99,,,,2023-03-17 07:15:02 UTC,2023-03-17 07:15:02 UTC,
00da31d9-5ede-48dd-9c5a-d6dd99cc6d7d,e460ba83-d642-4c36-b7c4-5b5a786397ad,8626597797,20000,0,58100.27,,,,2023-03-17 07:01:31 UTC,2023-03-17 07:01:31 UTC,
00db93d8-d6fe-49ac-acad-546b3461a993,77294df1-3b83-4e9e-b4a1-db201c20e585,7614165979,20000,2,86121.07,,,,2023-03-17 07:11:17 UTC,2023-03-17 07:11:17 UTC,
00dec4bf-8536-49f1-965d-8d941200607f,e460ba83-d642-4c36-b7c4-5b5a786397ad,1999897314,20000,2,67205.91,,,,2023-03-17 07:17:25 UTC,2023-03-17 07:17:25 UTC,
00e09049-3b55-4706-9872-ebb91368a27b,e460ba83-d642-4c36-b7c4-5b5a786397ad,7956131070,20000,0,3388548.66,,,,2023-03-17 06:56:17 UTC,2023-03-17 17:22:29 UTC,
00e33f42-4b83-42b7-8825-80ffe9870516,999cb3f5-81eb-4054-9c2b-9ea470fc221c,7804569863,20000,1,61131.79,,,,2023-03-17 16:28:55 UTC,2023-03-17 16:28:55 UTC,
00e411de-d216-401f-afaf-633f137a03d9,999cb3f5-81eb-4054-9c2b-9ea470fc221c,9722755736,20000,2,74189.56,,,,2023-03-17 06:56:28 UTC,2023-03-17 06:56:28 UTC,
00e477a7-5955-45a1-8e12-fa7b2a282bc3,999cb3f5-81eb-4054-9c2b-9ea470fc221c,7000154785,20000,2,92143.18,,,,2023-03-17 07:15:40 UTC,2023-03-17 07:15:40 UTC,
00e66a49-dcc4-46a2-affb-be0fd3097922,999cb3f5-81eb-4054-9c2b-9ea470fc221c,1106013518,20000,2,99401.29,,,,2023-03-17 07:13:14 UTC,2023-03-17 07:13:14 UTC,
00e779d9-a206-4d71-9b58-8c1df21f589a,e460ba83-d642-4c36-b7c4-5b5a786397ad,4153510089,20000,0,53265.25,,,,2023-03-17 16:10:15 UTC,2023-03-17 16:10:15 UTC,
00e81995-5c4a-49f8-80d3-e515f43641df,77294df1-3b83-4e9e-b4a1-db201c20e585,4314120798,20000,1,96152.54,,,,2023-03-17 07:14:35 UTC,2023-03-17 07:14:35 UTC,
00e8d2c4-4d99-4f65-acc9-d3cf9fa5380d,77294df1-3b83-4e9e-b4a1-db201c20e585,8711308903,20000,1,57890.68,,,,2023-03-17 07:10:39 UTC,2023-03-17 07:10:39 UTC,
00f3a10f-f2f8-42e5-b96a-e3c90f58dbad,77294df1-3b83-4e9e-b4a1-db201c20e585,4715397796,20000,0,67346.55,,,,2023-03-17 07:12:42 UTC,2023-03-17 07:12:42 UTC,
00fc0c82-374d-45d9-83c3-e479bd7f95ed,e460ba83-d642-4c36-b7c4-5b5a786397ad,4998962244,20000,2,37033.67,,,,2023-03-17 07:09:02 UTC,2023-03-17 07:09:02 UTC,
00fd7499-06c1-4bf9-8640-7a76ff916952,77294df1-3b83-4e9e-b4a1-db201c20e585,2712173682,20000,0,46423.63,,,,2023-03-17 06:56:25 UTC,2023-03-17 06:56:25 UTC,
0104a61b-70ac-4edf-86b6-0d773f39dc52,e460ba83-d642-4c36-b7c4-5b5a786397ad,6416135679,20000,2,61605.45,,,,2023-03-17 06:56:40 UTC,2023-03-17 06:56:40 UTC,
0106d014-e6eb-4c17-995a-982212c52cc6,e460ba83-d642-4c36-b7c4-5b5a786397ad,9714876491,20000,0,97699.44,,,,2023-03-17 16:07:14 UTC,2023-03-17 16:07:14 UTC,
010d1a5e-ae64-4ca5-aef6-0aed90536e02,999cb3f5-81eb-4054-9c2b-9ea470fc221c,2184414674,20000,1,87657.39,,,,2023-03-17 07:08:53 UTC,2023-03-17 07:08:53 UTC,
01166178-6021-4335-a557-4844bae81e11,e460ba83-d642-4c36-b7c4-5b5a786397ad,2617894488,20000,1,11068.71,,,,2023-01-27 18:20:30 UTC,2023-01-27 18:20:30 UTC,
011cb27b-62a7-4473-9d20-3a22c7068b6f,e460ba83-d642-4c36-b7c4-5b5a786397ad,8495728645,20000,2,35019.35,,,,2023-03-17 07:14:36 UTC,2023-03-17 07:14:36 UTC,
011de373-ce1f-428c-9f12-71055bca1bdf,77294df1-3b83-4e9e-b4a1-db201c20e585,5844402169,20000,2,16749.06,,,,2023-03-17 16:17:52 UTC,2023-03-17 16:17:52 UTC,
012053ad-1325-4f60-ae87-9e75ee443224,999cb3f5-81eb-4054-9c2b-9ea470fc221c,8655950400,20000,0,59618.45,,,,2023-03-17 16:14:07 UTC,2023-03-17 16:14:07 UTC,
0122e3ff-eeff-4e86-ad1e-5e3c30e4e535,e460ba83-d642-4c36-b7c4-5b5a786397ad,1850746629,20000,1,63367.69,,,,2023-03-17 07:06:23 UTC,2023-03-17 07:06:23 UTC,
01254449-efbb-476a-af87-4e5731a40e4d,999cb3f5-81eb-4054-9c2b-9ea470fc221c,2504695836,20000,2,43034.06,,,,2023-03-17 07:10:29 UTC,2023-03-17 07:10:29 UTC,
012ea1a2-8a53-4ec5-b27e-43699042775d,e460ba83-d642-4c36-b7c4-5b5a786397ad,5543094701,20000,2,95587.48,,,,2023-03-17 07:15:29 UTC,2023-03-17 07:15:29 UTC,
012fa1f8-a862-4c88-8628-49123d6849dd,e460ba83-d642-4c36-b7c4-5b5a786397ad,3874811804,20000,0,12453.28,,,,2023-03-17 07:11:44 UTC,2023-03-17 07:11:44 UTC,
0133ca74-bbf9-4b1b-94d8-e23e521b3146,77294df1-3b83-4e9e-b4a1-db201c20e585,6638247143,20000,0,91485.77,,,,2023-03-17 16:28:52 UTC,2023-03-17 16:28:52 UTC,
013799fb-b603-4d7e-bedd-7501230231c9,e460ba83-d642-4c36-b7c4-5b5a786397ad,3234405114,20000,0,51864.78,,,,2023-03-17 07:13:34 UTC,2023-03-17 07:13:34 UTC,
01399612-fe80-4497-af09-4a62769e0a7b,999cb3f5-81eb-4054-9c2b-9ea470fc221c,1661011036,20000,0,86513.23,,,,2023-03-17 16:30:18 UTC,2023-03-17 16:30:18 UTC,
013cc03d-95a7-4116-81a9-b0d52dd10f6e,e460ba83-d642-4c36-b7c4-5b5a786397ad,2553462473,20000,0,12084.15,,,,2023-03-17 16:25:58 UTC,2023-03-17 16:25:58 UTC,
013fe8f3-27e3-407e-ab90-c8cc4ec2da5d,e460ba83-d642-4c36-b7c4-5b5a786397ad,4195467835,20000,1,29674.64,,,,2023-03-17 07:13:01 UTC,2023-03-17 07:13:01 UTC,
01443e05-34f0-49a8-9221-1393ebcfdb6d,77294df1-3b83-4e9e-b4a1-db201c20e585,5726313286,20000,2,35206.75,,,,2023-03-17 07:18:29 UTC,2023-03-17 07:18:29 UTC,
014448e1-ae60-4650-8107-1ea88d01d341,999cb3f5-81eb-4054-9c2b-9ea470fc221c,9205515659,20000,1,92405.13,,,,2023-03-17 16:30:17 UTC,2023-03-17 16:30:17 UTC,
01447cf8-a477-4315-b861-6cd16501ad98,999cb3f5-81eb-4054-9c2b-9ea470fc221c,2183349925,20000,2,78098.63,,,,2023-03-17 16:17:29 UTC,2023-03-17 16:17:29 UTC,
0149dbcb-0d9e-435b-ae38-4b5923ce8a31,e460ba83-d642-4c36-b7c4-5b5a786397ad,1712566182,20000,2,47074.81,,,,2023-03-17 07:04:28 UTC,2023-03-17 07:04:28 UTC,
014b5298-f028-4d64-9a0f-0e1014e66e11,e460ba83-d642-4c36-b7c4-5b5a786397ad,1410155917,20000,2,14892.84,,,,2023-01-27 18:21:52 UTC,2023-01-27 18:21:52 UTC,
014dde48-bb0a-4b99-be4a-2e8e9245301d,77294df1-3b83-4e9e-b4a1-db201c20e585,9067242173,20000,2,98684.46,,,,2023-03-17 07:09:40 UTC,2023-03-17 07:09:40 UTC,
014eff88-e0a2-4cbe-b8e2-8f88fdd97b36,999cb3f5-81eb-4054-9c2b-9ea470fc221c,1934841872,20000,0,73424.17,,,,2023-03-17 07:14:31 UTC,2023-03-17 07:14:31 UTC,
01568aa1-3e9f-4482-9102-4d6eacd98da8,999cb3f5-81eb-4054-9c2b-9ea470fc221c,1834630899,20000,1,59522.48,,,,2023-03-17 07:17:51 UTC,2023-03-17 07:17:51 UTC,
015b41bf-939e-4d55-86d7-2c035c8bde40,77294df1-3b83-4e9e-b4a1-db201c20e585,2477925685,20000,2,83266.38,,,,2023-03-17 07:16:48 UTC,2023-03-17 07:16:48 UTC,
015cfeae-23cf-4f99-91d1-84e61a622019,e460ba83-d642-4c36-b7c4-5b5a786397ad,5698627712,20000,2,41920.07,,,,2023-03-17 07:13:34 UTC,2023-03-17 07:13:34 UTC,
015ede20-cc49-47ca-9df2-9154ec06f794,999cb3f5-81eb-4054-9c2b-9ea470fc221c,7011702337,20000,1,14305.65,,,,2023-03-17 07:13:07 UTC,2023-03-17 07:13:07 UTC,
015fac71-2ff0-4a44-8f06-c2bbc1833bcc,e460ba83-d642-4c36-b7c4-5b5a786397ad,9673921364,20000,0,90933.81,,,,2023-03-17 07:16:34 UTC,2023-03-17 07:16:34 UTC,
0163c2ff-ba01-4337-a401-9ccfe301e9a5,999cb3f5-81eb-4054-9c2b-9ea470fc221c,2446243195,20000,1,78062.62,,,,2023-03-17 07:18:23 UTC,2023-03-17 07:18:23 UTC,
0166174d-5338-4ef6-a769-0071c0e42d93,999cb3f5-81eb-4054-9c2b-9ea470fc221c,1502537687,20000,1,88615.41,,,,2023-03-17 07:11:50 UTC,2023-03-17 07:11:50 UTC,
01668c6a-9bdb-4ae6-bd3c-04a3128fe7b9,e460ba83-d642-4c36-b7c4-5b5a786397ad,6235182819,20000,2,80766.87,,,,2023-03-17 07:14:59 UTC,2023-03-17 07:14:59 UTC,
0168df5f-9b62-489c-b894-8972b6a39989,77294df1-3b83-4e9e-b4a1-db201c20e585,9506840633,20000,1,65442.14,,,,2023-03-17 07:12:54 UTC,2023-03-17 07:12:54 UTC,
016984a3-f328-4235-9be2-cd82f4da7fa3,999cb3f5-81eb-4054-9c2b-9ea470fc221c,2920973638,20000,0,23763.83,,,,2023-03-17 07:04:44 UTC,2023-03-17 07:04:44 UTC,
016bb521-d33f-45ef-a2b5-0e8c4424cbab,77294df1-3b83-4e9e-b4a1-db201c20e585,5074946920,20000,1,28712.93,,,,2023-03-17 16:13:37 UTC,2023-03-17 16:13:37 UTC,
016ce87d-dfc4-4f24-b126-b0cd4fe860b9,e460ba83-d642-4c36-b7c4-5b5a786397ad,7691016968,20000,1,53227.77,,,,2023-01-27 18:22:19 UTC,2023-01-27 18:22:19 UTC,
017187f1-5725-487b-837b-09e4d4c5f52c,77294df1-3b83-4e9e-b4a1-db201c20e585,8528685350,20000,1,97387.95,,,,2023-03-17 07:15:44 UTC,2023-03-17 07:15:44 UTC,
01747fac-e31c-4bc7-94ff-5d6809629b9f,999cb3f5-81eb-4054-9c2b-9ea470fc221c,3026390147,20000,0,45116.82,,,,2023-03-17 16:21:47 UTC,2023-03-17 16:21:47 UTC,
01760d4a-1270-4011-89c5-8fc7b12daae0,77294df1-3b83-4e9e-b4a1-db201c20e585,1280953380,20000,0,70383.08,,,,2023-01-27 18:22:55 UTC,2023-01-27 18:22:55 UTC,
017769ae-ab19-4891-bae3-50c794fadebf,77294df1-3b83-4e9e-b4a1-db201c20e585,1085636937,20000,0,74507.22,,,,2023-03-17 07:16:21 UTC,2023-03-17 07:16:21 UTC,
01778f76-8a83-48da-898d-46e87a620774,e460ba83-d642-4c36-b7c4-5b5a786397ad,6600992751,20000,0,69134.98,,,,2023-03-17 16:09:23 UTC,2023-03-17 16:09:23 UTC,
0178d012-011b-40e5-b7b1-ad2c8737cb4c,999cb3f5-81eb-4054-9c2b-9ea470fc221c,5160777667,20000,2,77967.25,,,,2023-03-17 07:14:13 UTC,2023-03-17 07:14:13 UTC,
0179973d-120e-46b5-8aec-5486e708e610,77294df1-3b83-4e9e-b4a1-db201c20e585,2875314426,20000,0,51777.05,,,,2023-03-17 16:14:43 UTC,2023-03-17 16:14:43 UTC,
017dd7cb-15a0-42f6-8e8f-b98a700a922d,999cb3f5-81eb-4054-9c2b-9ea470fc221c,4195545665,20000,2,58507.13,,,,2023-03-17 07:08:20 UTC,2023-03-17 07:08:20 UTC,
017f7647-ce2a-412f-978d-51900a99ea95,999cb3f5-81eb-4054-9c2b-9ea470fc221c,2569855948,20000,0,47372.37,,,,2023-03-17 07:18:26 UTC,2023-03-17 07:18:26 UTC,
018235d0-86d2-469a-b2e1-d09a262a95dc,77294df1-3b83-4e9e-b4a1-db201c20e585,7240272276,20000,0,30975.68,,,,2023-01-27 18:22:55 UTC,2023-01-27 18:22:55 UTC,
