id,manager_id,customer_id,department_id,official_email,education,work_status,designation,salary_amount,date_of_joining,active_at,available_at,resignate_at,created_at,updated_at,deleted_at
0b3f1a6d-970c-4b5d-b024-a4dd5867fd47,c70fc1d3-120a-4afa-9f3c-0ec9256cff54,52f87c34-55e3-433b-8c41-11fcb97c08e2,bd2c9f4c-bd43-4807-888c-beff6663e546,linsey@brakus.biz,Bachelor of Medicine,0,cashier,43030.49,2000-04-29,,,,2023-01-27 18:20:19 UTC,2023-01-27 18:20:19 UTC,
0b5b7ce8-f6c7-43e6-b522-e14b2a97c1e8,e5e83020-ee1a-44c2-92c2-1108737feefa,62e667a7-05c7-4e74-9158-a395179416ea,89d36c00-3f8e-4aa9-b4ff-b111b1379bc6,johnathon@keeling.org,Associate Degree in Communications,1,cashier,84551.02,2014-10-22,,,,2023-03-17 06:56:08 UTC,2023-03-17 06:56:08 UTC,
0b6400fc-df4e-478d-8c63-86f35657e144,607caf5a-a30d-4afa-8754-db8c8ea081a0,51c9477b-81f4-48aa-a9dd-7d9e1593fcd9,78e3877f-1664-4012-a07c-11dda3dfebaf,noelle.paucek@okeefe.org,Associate Degree in Psychology,2,cashier,66392.38,2021-10-19,,,,2023-03-17 06:56:07 UTC,2023-03-17 06:56:07 UTC,
0c2d1e39-db2f-4b37-8b67-234687f04a3f,481a90d3-7873-4347-afd1-eef8bcfecab6,ad5b0c9c-c9bb-48c1-b26d-bffc1cbfb8ea,e19f72ca-e4f6-4b4b-ab59-4568d11adea8,cortez.oconnell@osinski.org,Master of Forensic Science,0,cashier,93787.29,2005-04-15,,,,2023-03-17 06:56:09 UTC,2023-03-17 06:56:09 UTC,
0c9518ff-bb63-4bdf-a5f3-89d224a71241,643ac020-1607-4cba-9b6e-87ca16dcfdcf,04e48a13-bd04-45a4-9580-c29a5ad1b8a9,45748634-824f-4c10-b454-6b90378b73b7,alina.ward@emmerich.biz,Master of Commerce,0,cashier,12707.48,2000-04-06,,,,2023-03-17 06:56:16 UTC,2023-03-17 06:56:16 UTC,
0cd5d466-a86c-4147-ad5a-5c8851f79dbf,27454bbe-3dec-4957-97e7-aff4d9e04b01,a1fb1ab5-bfc6-4561-9d4b-2de3c8037711,89d36c00-3f8e-4aa9-b4ff-b111b1379bc6,rosita.corkery@rohan-hauck.co,Master of Computer Science,0,cashier,72494.19,2006-05-30,,,,2023-03-17 06:56:11 UTC,2023-03-17 06:56:11 UTC,
0cf26a8b-3971-46b0-8041-0cf51f22d489,6cec3bd6-afef-4243-9b80-7eb00c5fa0c7,2b311f23-f2d1-4187-a189-0f426b9142f1,45748634-824f-4c10-b454-6b90378b73b7,toi@pouros-connelly.biz,Master of Criminology,0,cashier,69330.76,2022-05-13,,,,2023-03-17 06:56:10 UTC,2023-03-17 06:56:10 UTC,
0d15b308-4047-4294-846f-a53dcb7b1ea4,fc5e2d67-1a2c-4edb-922f-54b710476abf,abb07943-73ad-47b4-a6b1-2d46259181b6,45748634-824f-4c10-b454-6b90378b73b7,ebony@johns.info,Master of Forensic Science,0,cashier,11661.22,2008-05-19,,,,2023-03-17 06:56:09 UTC,2023-03-17 06:56:09 UTC,
0d46ef46-00fe-4715-823e-8db7352dec5f,69e701dc-965b-4f05-a1d7-0509953afd3b,5324db2b-705a-4f71-bdf9-79648222272a,e19f72ca-e4f6-4b4b-ab59-4568d11adea8,shaina.cruickshank@murphy.name,Associate Degree in Computer Science,0,cashier,81263.55,1999-04-15,,,,2023-03-17 07:01:32 UTC,2023-03-17 07:01:32 UTC,
0de037c2-c59c-4d6c-9511-4789fae8ad1a,c70fc1d3-120a-4afa-9f3c-0ec9256cff54,d723461c-4af1-467d-8a74-6e25e6d5ba8c,78e3877f-1664-4012-a07c-11dda3dfebaf,melodi.konopelski@heidenreich.co,Associate Degree in Psychology,0,cashier,73124.23,2004-03-18,,,,2023-03-17 06:54:38 UTC,2023-03-17 06:54:38 UTC,
0de4e86d-dd7f-4989-8324-4be3f0076463,7b0f3a40-5179-4aea-a1bc-09d89782804c,c90949fa-c85c-409e-85dc-848c2fc6c2c2,bd2c9f4c-bd43-4807-888c-beff6663e546,muoi@schuppe-kunze.net,Bachelor of Biological Science,0,cashier,60979.74,2001-11-21,,,,2023-03-17 16:08:08 UTC,2023-03-17 16:08:08 UTC,
0e4454cc-d4f3-4c00-b4e2-54fa7518308d,ac9d070d-8790-43f9-9419-6ce5e0dd9c80,af4d0cdb-d5e6-4a5e-b743-87ddf0c101d9,e19f72ca-e4f6-4b4b-ab59-4568d11adea8,alfred.buckridge@stehr.biz,Master of Computer Science,0,cashier,89023.83,2000-03-29,,,,2023-03-17 07:01:36 UTC,2023-03-17 07:01:36 UTC,
0e670e77-d181-46bc-bfb0-d185311c6069,638fe470-c10a-47c0-ad1a-a0bfd133b59e,d6d9d52e-c8a2-4787-a9f7-ad21f0af297f,2a128ffa-f97b-4401-ba65-4573697de9af,hanh@lehner.name,Associate Degree in Engineering,0,cashier,73238.93,2012-07-10,,,,2023-03-17 06:56:06 UTC,2023-03-17 06:56:06 UTC,
0e7cf5c1-7fda-4caf-a586-d7f5ef038a95,d8ec5ebf-d335-4aea-ae17-420802e1d203,6bc51296-10fa-4379-b435-f5f269b8c19e,bd2c9f4c-bd43-4807-888c-beff6663e546,darrel_bode@trantow.biz,Master of Communications,0,cashier,35939.62,2017-07-07,,,,2023-01-27 18:20:16 UTC,2023-01-27 18:20:16 UTC,
0eb4b6d4-5fb9-4115-aeaa-a82820448890,46ab972a-729e-4566-b75d-47052afa3837,dc22ae04-5ca4-4b4a-a0b0-6e0d29d2aea5,89d36c00-3f8e-4aa9-b4ff-b111b1379bc6,jacquelyn.koss@durgan.biz,Associate Degree in Health Science,0,cashier,91205.89,2018-05-04,,,,2023-03-17 06:56:10 UTC,2023-03-17 06:56:10 UTC,
0ebcf8d9-36c9-4c7e-8a12-ae3386e55bc4,849054ba-a568-4fda-83dd-d3238aeaca2c,a2bb49d2-c3ba-432c-b01f-9c0999df3976,bd2c9f4c-bd43-4807-888c-beff6663e546,monika_gutmann@schowalter.net,Master of Criminology,2,cashier,44117.17,1999-05-05,,,,2023-01-27 18:20:15 UTC,2023-01-27 18:20:15 UTC,
0eff72e7-2cf8-427b-b7b6-44d99db6f238,896ce011-1e90-4153-8f16-adb632bc273c,52467439-78fc-4a4b-b101-99f20b662077,78e3877f-1664-4012-a07c-11dda3dfebaf,sammie@gleichner.name,Master of Medicine,2,cashier,25503.67,2010-06-14,,,,2023-03-17 07:01:37 UTC,2023-03-17 07:01:37 UTC,
0f1fbf30-3352-4371-8a36-f36193366bb3,b67b53ff-26e9-493d-b8da-47f73968d50b,f8d63c96-b86c-4587-8561-2631f4d344d4,2a128ffa-f97b-4401-ba65-4573697de9af,bula_brakus@wunsch.name,Master of Biomedical Science,2,cashier,55058.77,2013-01-16,,,,2023-03-17 07:01:22 UTC,2023-03-17 07:01:22 UTC,
104540a5-16de-4ba1-add7-d69ad27fbd31,481a90d3-7873-4347-afd1-eef8bcfecab6,f7fd0bbf-cd4b-4e41-8165-d59e769c55a9,e19f72ca-e4f6-4b4b-ab59-4568d11adea8,lashaun@mclaughlin-jacobson.info,Master of Commerce,1,cashier,12809.37,2015-11-07,,,,2023-03-17 06:56:03 UTC,2023-03-17 06:56:03 UTC,
104e6303-961d-42f8-9535-f345fcd51114,27454bbe-3dec-4957-97e7-aff4d9e04b01,ad13f0b9-432f-47e9-975a-60902e6a4130,e19f72ca-e4f6-4b4b-ab59-4568d11adea8,ariel@kohler-marks.co,Associate Degree in Teaching,1,cashier,16079.68,2015-03-23,,,,2023-03-17 06:54:39 UTC,2023-03-17 06:54:39 UTC,
1075619c-1362-4adc-a525-2f93d9b16710,849054ba-a568-4fda-83dd-d3238aeaca2c,361afbdf-fa79-4ac1-8c4c-f9a988bace41,89d36c00-3f8e-4aa9-b4ff-b111b1379bc6,merlin.sawayn@raynor.net,Master of Medicine,0,cashier,55858.48,1999-11-29,,,,2023-01-27 18:20:18 UTC,2023-01-27 18:20:18 UTC,
1088e798-4f81-40f0-9cab-1fe56f78931c,62dee918-2aa6-49fa-9459-d52eccecea1b,96e53f59-3874-4e38-9ff4-68195ee9c937,89d36c00-3f8e-4aa9-b4ff-b111b1379bc6,caterina@schiller.org,Associate Degree in Forensic Science,2,cashier,22617.04,2005-03-10,,,,2023-01-27 18:20:19 UTC,2023-01-27 18:20:19 UTC,
10c55ed3-144d-4dc9-a397-e63a2595c5d2,a5f708f4-f738-4747-be36-1302cff1e754,9c8d6980-9530-4247-9a75-b802e2f842bb,e19f72ca-e4f6-4b4b-ab59-4568d11adea8,marty@spinka.net,Associate Degree in Information Systems,1,cashier,88911.34,2013-04-30,,,,2023-03-17 06:56:19 UTC,2023-03-17 06:56:19 UTC,
10e136fb-141a-4661-b82c-6bb3d62b9266,fc5e2d67-1a2c-4edb-922f-54b710476abf,77497393-1421-4e25-833d-f76b004f2709,bd2c9f4c-bd43-4807-888c-beff6663e546,joan.goldner@morissette.com,Associate Degree in Design,0,cashier,76250.18,2015-10-07,,,,2023-03-17 06:54:40 UTC,2023-03-17 06:54:40 UTC,
1113569c-9353-413f-b139-d4f79c06bc1c,c70fc1d3-120a-4afa-9f3c-0ec9256cff54,cc798085-a97c-4c03-a11b-169b90cdb70a,45748634-824f-4c10-b454-6b90378b73b7,xavier@greenfelder.biz,Associate Degree in Applied Science (Psychology),0,cashier,56203.25,1999-10-26,,,,2023-01-27 18:20:15 UTC,2023-01-27 18:20:15 UTC,
112eef00-4489-4322-ac9e-61878d0e3c8c,fc5e2d67-1a2c-4edb-922f-54b710476abf,c478c7a7-5bff-4322-a645-a23353694ed0,e19f72ca-e4f6-4b4b-ab59-4568d11adea8,booker@lowe.name,Bachelor of Law,0,cashier,48770.11,2003-08-05,,,,2023-03-17 06:54:36 UTC,2023-03-17 06:54:36 UTC,
121e8126-972e-4f8e-80d0-d62353c25147,547ac28a-c504-4dec-aaf7-af3ee8af6aec,278f1da2-8047-4fd2-bff2-6457c8814251,bd2c9f4c-bd43-4807-888c-beff6663e546,efrain@bartoletti.biz,Bachelor of Biological Science,1,cashier,85609.58,2012-06-07,,,,2023-03-17 06:56:14 UTC,2023-03-17 06:56:14 UTC,
12344f5e-5f6a-478a-9626-1cd76107d385,9531495f-171d-4b39-8bed-fc1a1d6dcfae,871a4500-abf7-4027-be8c-1cced477f639,2a128ffa-f97b-4401-ba65-4573697de9af,harley@legros.org,Bachelor of Business,2,cashier,24686.19,2010-08-07,,,,2023-03-17 16:08:06 UTC,2023-03-17 16:08:06 UTC,
127f4711-ad52-4a2c-8c5a-cb588467b852,30af0c87-87b7-4473-864e-e411c7190b58,c09e202c-ae40-4e14-91cd-feaf53cf8bc0,e19f72ca-e4f6-4b4b-ab59-4568d11adea8,tommy.cruickshank@lemke-tromp.name,Bachelor of Forensic Science,1,cashier,97380.97,2007-12-17,,,,2023-03-17 06:56:07 UTC,2023-03-17 06:56:07 UTC,
130f9ce7-526f-42e3-a754-6f6f1589c242,b9bc6304-e5f6-4c8d-aab4-53125f33c8b0,149b1ae8-ee2f-4ae9-9005-f74e07f84f27,45748634-824f-4c10-b454-6b90378b73b7,junie@botsford.com,Master of Teaching,1,cashier,98200.14,2019-09-06,,,,2023-03-17 06:54:38 UTC,2023-03-17 06:54:38 UTC,
1394a7a2-08f7-476b-8426-faa1655f630a,3e45763a-4e0f-49b1-a77a-6e2d57b51051,c63a10dc-cb24-4f1b-888b-408df71747ca,45748634-824f-4c10-b454-6b90378b73b7,thresa@walter.info,Bachelor of Teaching,0,cashier,40787.01,2005-08-14,,,,2023-03-17 07:01:29 UTC,2023-03-17 07:01:29 UTC,
13e31a70-aa1d-4028-87c7-9a7a9ea974fe,481a90d3-7873-4347-afd1-eef8bcfecab6,c0216b7b-4027-41dc-a153-d4b4a937d9b2,78e3877f-1664-4012-a07c-11dda3dfebaf,evan_bartoletti@moen-macejkovic.net,Master of Psychology,0,cashier,32218.51,2004-06-19,,,,2023-03-17 07:01:15 UTC,2023-03-17 07:01:15 UTC,
150d7f4a-3d39-473f-a2fb-56ab0d1fd1a4,fc5e2d67-1a2c-4edb-922f-54b710476abf,6a92b5c2-00fa-4fbd-aae2-f9454b6a8c42,45748634-824f-4c10-b454-6b90378b73b7,naomi@barton.org,Bachelor of Communications,1,cashier,74689.76,2007-05-31,,,,2023-01-27 18:20:17 UTC,2023-01-27 18:20:17 UTC,
15102ea1-f85b-490a-bc3f-0565eb5a6bb6,0e8f0321-88d7-43bd-ae6c-c6025ce5029b,051c0dd6-ca90-4e5b-8250-ca2f0566f9c2,45748634-824f-4c10-b454-6b90378b73b7,natalia@lesch-bartoletti.name,Associate Degree in Biological Science,0,cashier,91603.25,2014-10-24,,,,2023-03-17 06:54:41 UTC,2023-03-17 06:54:41 UTC,
1513d579-e886-49e9-a684-1faaefeb3115,2ec0b98e-c980-4060-901a-99304793c6d8,f3f2eaf7-f956-48de-a4bf-a5ea3a401e8f,78e3877f-1664-4012-a07c-11dda3dfebaf,caitlin@cummerata-block.info,Master of Law,2,cashier,65271.79,2010-12-20,,,,2023-03-17 16:08:14 UTC,2023-03-17 16:08:14 UTC,
152246fe-e53f-4742-9d30-f6efe8961af1,896ce011-1e90-4153-8f16-adb632bc273c,3b2ccdd1-9872-41f2-806d-a46c1eb39c5a,e19f72ca-e4f6-4b4b-ab59-4568d11adea8,napoleon@rohan.biz,Associate Degree in Law,1,cashier,70993.52,2001-12-06,,,,2023-03-17 07:01:17 UTC,2023-03-17 07:01:17 UTC,
15447c3d-0663-4c0e-8969-5d96aecb3da1,849054ba-a568-4fda-83dd-d3238aeaca2c,2af56e15-f908-4c69-8192-1fffba669f3b,e19f72ca-e4f6-4b4b-ab59-4568d11adea8,yolando@feil.name,Bachelor of Psychology,1,cashier,40486.51,2018-11-26,,,,2023-03-17 16:05:30 UTC,2023-03-17 16:05:30 UTC,
157149e1-08f3-44df-a1cd-8bdd7378fc21,307948e0-01e9-4e12-a3e3-502e3eda6988,f09cb963-356e-4df7-adbb-2c335096108d,bd2c9f4c-bd43-4807-888c-beff6663e546,ivy@pfeffer.com,Bachelor of Health Science,0,cashier,64081.12,2011-04-21,,,,2023-03-17 06:56:16 UTC,2023-03-17 06:56:16 UTC,
15df7a7e-a17a-4d71-b355-d5e022764a9d,8f3ef905-0207-4824-a233-e9c3ea91c27d,baea29e3-8108-4dee-baf9-7614536f6ed0,78e3877f-1664-4012-a07c-11dda3dfebaf,armando_anderson@torphy-mertz.io,Master of Criminology,0,cashier,25217.27,2021-02-26,,,,2023-03-17 07:01:28 UTC,2023-03-17 07:01:28 UTC,
15f0b5cd-2fc2-4f8d-a4b0-b23ca0bed0b6,a5277162-d527-4ea7-8b75-fb4e4e5d0ce9,b59787ec-da60-4a15-b496-9404d3259937,78e3877f-1664-4012-a07c-11dda3dfebaf,ivonne.zulauf@dare.net,Bachelor of Engineering,2,cashier,96022.53,2009-02-23,,,,2023-03-17 06:54:42 UTC,2023-03-17 06:54:42 UTC,
16772589-eb66-46d7-8310-fe231bc06c29,c70fc1d3-120a-4afa-9f3c-0ec9256cff54,66b2f897-ee2b-497b-864a-0c5a6b8b2175,2a128ffa-f97b-4401-ba65-4573697de9af,harry_zboncak@krajcik.net,Associate Degree in Education,2,cashier,74847.98,2009-09-07,,,,2023-01-27 18:20:23 UTC,2023-01-27 18:20:23 UTC,
1680c234-4397-4b35-8d2d-4c12d9660586,7223db13-4be8-4271-8ab5-bf04784a4207,b23584aa-6da2-4bdc-bfc7-49f3412b58bf,78e3877f-1664-4012-a07c-11dda3dfebaf,marcelino_kautzer@conroy-schmidt.name,Bachelor of Architectural Technology,0,cashier,52132.63,2009-03-02,,,,2023-03-17 06:56:08 UTC,2023-03-17 06:56:08 UTC,
169ada97-4cff-4757-80d2-7fd2754f8776,03ddd6a5-05bd-45a3-bbf0-9ad8be319df5,1e670f2a-b775-4327-9ed7-14700dd7c736,2a128ffa-f97b-4401-ba65-4573697de9af,lana.berge@mosciski.org,Associate Degree in Biomedical Science,0,cashier,68186.46,2007-12-26,,,,2023-01-27 18:20:24 UTC,2023-01-27 18:20:24 UTC,
169f22b0-f4fc-4afd-b94b-bcd911cd1e43,62dee918-2aa6-49fa-9459-d52eccecea1b,32e80aff-bba0-4858-983f-f0d5b4dffade,89d36c00-3f8e-4aa9-b4ff-b111b1379bc6,yon.klein@batz.com,Master of Design,0,cashier,99108.67,2012-08-12,,,,2023-01-27 18:20:28 UTC,2023-01-27 18:20:28 UTC,
